paper_no,first_author_surname,pub_year,order,family,genus,species,genus_timetree,species_timetree,location,population,data_year,egg_design,source_page,source,trait_cat,trait,simp_trait,units,egg_embryo_hatchling,age,sex,other_factors,const_fluct,T,T_fluc,water_potential,mean,error,N,error_type,data_style,comment_code,comm_text
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1121,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Warm ovarian (29 α 0.1) treatment,Const,29,0.2,NA,41.7,0.33,8,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1121,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Intermediate ovarian (17 α 0.3) treatment ,Const,29,0.2,NA,71.8,1.3,8,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Cold ovarian (11 α 0.3) treatment,Const,29,0.2,NA,83,1.3,6,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1121,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Warm ovarian (29 α 0.1) treatment,Const,29,0.2,NA,43,0.37,11,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Intermediate ovarian (17 α 0.3) treatment ,Const,29,0.2,NA,73.9,0.69,14,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Cold ovarian (11 α 0.3) treatment,Const,29,0.2,NA,86.3,1.34,13,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1121,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Control (natural: 22α0.4) ovarian treatment,Const,29,0.2,NA,40.5,0.18,44,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Warm ovarian (29 α 0.1) treatment,Const,29,0.2,NA,41.6,0.45,18,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Intermediate ovarian (17 α 0.3) treatment ,Const,29,0.2,NA,69.8,1.25,13,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Incubation,Incubation duration,Incubation duration,days,Hatchling,0,mixed,Cold ovarian (11 α 0.3) treatment,Const,29,0.2,NA,83.2,0.87,16,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Warm ovarian (29 α 0.1) treatment,Const,29,0.2,NA,23.92,0.507,8,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Intermediate ovarian (17 α 0.3) treatment ,Const,29,0.2,NA,22.71,0.881,8,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Cold ovarian (11 α 0.3) treatment,Const,29,0.2,NA,22.6,0.203,6,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Warm ovarian (29 α 0.1) treatment,Const,29,0.2,NA,23.83,0.211,11,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Intermediate ovarian (17 α 0.3) treatment ,Const,29,0.2,NA,23.56,0.286,14,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Cold ovarian (11 α 0.3) treatment,Const,29,0.2,NA,22.11,0.381,13,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Control (natural: 22α0.4) ovarian treatment,Const,29,0.2,NA,22.67,0.099,44,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Warm ovarian (29 α 0.1) treatment,Const,29,0.2,NA,23.41,0.237,18,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Intermediate ovarian (17 α 0.3) treatment ,Const,29,0.2,NA,22.68,0.305,13,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 2,Morphology,Snout-vent length,Snout-vent length,mm,Hatchling,0,mixed,Cold ovarian (11 α 0.3) treatment,Const,29,0.2,NA,22.33,0.163,16,SE,raw,,
1083,Clarke,2012,Squamata,Phrynosomatidae,Uta,stansburiana,Uta,stansburiana,"Wrights Point, Oregon, USA",pop1,year1,split_clutch,1122,Table 3,Sex,Sex ratio,Sex ratio,Prop male,Hatchling,0,mixed,Control (natural: 22α0.4) ovarian treatment,Const,29,0.2,NA,0.622,NA,44,P,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,416,Fig. 3,Physiology,Androgens,Androgens,ng/mL,Hatchling,365,males,NA,Const,30,0.2,NA,96.91,30.93,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,416,Fig. 3,Physiology,Androgens,Androgens,ng/mL,Hatchling,365,males,NA,Const,32.5,0.2,NA,131.25,21.71,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,416,Fig. 3,Physiology,Androgens,Androgens,ng/mL,Hatchling,365,males,NA,Const,34,0.2,NA,29.39,7.73,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,females,NA,Const,26,0.2,NA,0.27,0.02,15,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,females,NA,Const,30,0.2,NA,0.29,0.04,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,males,NA,Const,30,0.2,NA,0.25,0.03,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,females,NA,Const,30,0.2,NA,0.29,0.04,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,females,NA,Const,32.5,0.2,NA,0.33,0.06,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,males,NA,Const,32.5,0.2,NA,0.28,0.03,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,females,NA,Const,32.5,0.2,NA,0.33,0.06,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,males,NA,Const,32.5,0.2,NA,0.28,0.03,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,females,NA,Const,34,0.2,NA,0.3,0.05,12,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Brain volume (habenula),Brain region volume,Index,Hatchling,365,males,NA,Const,34,0.2,NA,0.25,0.06,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,416,Fig. 3,Physiology,Estrogens,Estrogen,ng/mL,Hatchling,365,males,NA,Const,30,0.2,NA,0.882,0.168,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,416,Fig. 3,Physiology,Estrogens,Estrogen,ng/mL,Hatchling,365,males,NA,Const,32.5,0.2,NA,0.5046,0.0773,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,416,Fig. 3,Physiology,Estrogens,Estrogen,ng/mL,Hatchling,365,males,NA,Const,34,0.2,NA,0.9968,0.2155,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Lateral forebrain bundle volume,Brain region volume,Index,Hatchling,365,females,NA,Const,26,0.2,NA,0.42,0.03,15,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Lateral forebrain bundle volume,Brain region volume,Index,Hatchling,365,females,NA,Const,30,0.2,NA,0.43,0.05,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Lateral forebrain bundle volume,Brain region volume,Index,Hatchling,365,males,NA,Const,30,0.2,NA,0.42,0.04,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Lateral forebrain bundle volume,Brain region volume,Index,Hatchling,365,females,NA,Const,30,0.2,NA,0.43,0.05,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Lateral forebrain bundle volume,Brain region volume,Index,Hatchling,365,females,NA,Const,32.5,0.2,NA,0.44,0.05,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Lateral forebrain bundle volume,Brain region volume,Index,Hatchling,365,males,NA,Const,32.5,0.2,NA,0.42,0.04,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Lateral forebrain bundle volume,Brain region volume,Index,Hatchling,365,females,NA,Const,34,0.2,NA,0.43,0.04,12,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 1,Morphology,Lateral forebrain bundle volume,Brain region volume,Index,Hatchling,365,males,NA,Const,34,0.2,NA,0.45,0.06,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of anterior hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,26,0.2,NA,8.72,0.17,15,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of anterior hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,30,0.2,NA,8.83,0.18,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of anterior hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,30,0.2,NA,9.65,0.09,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of anterior hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,32.5,0.2,NA,10.12,0.18,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of anterior hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,32.5,0.2,NA,10.4,0.07,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of anterior hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,34,0.2,NA,7.93,0.19,12,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of anterior hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,34,0.2,NA,9.27,0.13,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the external amygdala,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,26,0.2,NA,5.88,0.25,15,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the external amygdala,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,30,0.2,NA,7.16,0.27,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the external amygdala,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,30,0.2,NA,10.14,0.24,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the external amygdala,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,32.5,0.2,NA,10.42,0.27,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the external amygdala,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,32.5,0.2,NA,10.12,0.2,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the external amygdala,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,34,0.2,NA,9.15,0.28,12,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the external amygdala,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,34,0.2,NA,9.86,0.36,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the external amygdala,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,34,0.2,NA,9.15,0.28,12,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal lateral nucleus of the hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,26,0.2,NA,13.06,0.17,15,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal lateral nucleus of the hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,30,0.2,NA,15.76,0.18,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal lateral nucleus of the hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,30,0.2,NA,13.11,0.23,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal lateral nucleus of the hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,32.5,0.2,NA,15.7,0.18,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal lateral nucleus of the hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,32.5,0.2,NA,14.32,0.19,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal lateral nucleus of the hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,34,0.2,NA,11.8,0.2,12,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal lateral nucleus of the hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,34,0.2,NA,14.62,0.35,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal ventricular ridge,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,26,0.2,NA,6.09,0.1,15,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal ventricular ridge,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,30,0.2,NA,5.42,0.1,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal ventricular ridge,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,30,0.2,NA,9.14,0.1,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal ventricular ridge,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,32.5,0.2,NA,8.27,0.1,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal ventricular ridge,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,32.5,0.2,NA,8.57,0.08,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal ventricular ridge,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,34,0.2,NA,6.45,0.11,12,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the dorsal ventricular ridge,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,34,0.2,NA,8.18,0.15,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the habenula,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,26,0.2,NA,14.98,0.14,15,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the habenula,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,30,0.2,NA,15.15,0.16,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the habenula,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,30,0.2,NA,14.92,0.17,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the habenula,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,32.5,0.2,NA,14.87,0.16,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the habenula,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,32.5,0.2,NA,14.74,0.14,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the habenula,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,34,0.2,NA,15.18,0.16,12,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the habenula,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,34,0.2,NA,14.53,0.25,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the lateral hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,26,0.2,NA,8.5,0.13,15,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the lateral hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,30,0.2,NA,8.49,0.14,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the lateral hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,30,0.2,NA,8.45,0.14,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the lateral hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,32.5,0.2,NA,8.58,0.14,13,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the lateral hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,32.5,0.2,NA,8.55,0.12,9,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the lateral hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,34,0.2,NA,8.46,0.15,12,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the lateral hypothalamus,Brain region metabolic capacity,umol/min/g,Hatchling,365,males,NA,Const,34,0.2,NA,8.2,0.21,4,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the nucleus rotundus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,26,0.2,NA,14.19,0.1,15,SE,raw,,
1086,Coomber,1997,Squamata,Eublepharidae,Eublepharis,macularius,Eublepharis,macularius,Unknown,pop1,year1,other,415,Table 2,Physiology,Metabolic capacity of the nucleus rotundus,Brain region metabolic capacity,umol/min/g,Hatchling,365,females,NA,Const,30,0.2,NA,13.99,0.11,13,SE,raw,,
